,id,date,screen,call,sms,mood,circumplex.arousal,circumplex.valence,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.other,appCat.social
19,AS14.01,2014-04-07,9846.380999803541,1.0,2.0,6.5,-0.6666666666666666,0.25,0.050670621174317886,927.377,7355.014999999999,447.121,170.348,1475.418
20,AS14.01,2014-04-08,15101.13200187683,1.0,1.2,6.6,-0.4,0.3333333333333333,0.07532705826134849,892.689,9477.553,3466.479,209.514,2655.121
21,AS14.01,2014-04-09,13558.28900098801,4.0,1.8,7.4,-0.8,1.0,0.12038411453232876,1638.6170000000002,6177.075999999999,940.77,346.654,2826.3500000000004
22,AS14.01,2014-04-10,9296.09899926186,7.0,3.4,7.4,-0.4,0.8,0.07896310519489107,715.355,4881.411,1858.893,107.91900000000001,1174.7169999999999
23,AS14.01,2014-04-11,10526.846000194553,2.0,4.0,7.0,-1.2,0.8,0.07998620207306052,3369.0310000000004,3336.5919999999996,1976.1380000000001,51.452000000000005,596.8070000000001
24,AS14.01,2014-04-12,11750.809000968928,4.2,3.4,7.25,-0.75,0.75,0.07224906147031816,302.446,6595.083,2186.482,79.033,264.432
25,AS14.01,2014-04-13,2005.7509992122655,4.4,3.4,8.0,-1.25,1.0,0.014021328954370726,447.4150000000001,1096.795,249.392,94.209,34.501999999999995
26,AS14.01,2014-04-15,13585.222998380665,8.0,1.0,6.4,0.0,0.8,0.09011215278072526,1596.3560000000002,6224.231,944.5219999999999,110.41499999999999,4428.209999999999
27,AS14.01,2014-04-16,12522.47499895096,7.8,1.0,7.2,0.75,0.5,0.11611033612712222,923.613,5175.016,426.734,40.784000000000006,1912.8520000000003
28,AS14.01,2014-04-18,13490.728999614706,1.0,1.6,6.8,-0.8,0.8,0.09403300669497609,1860.8980000000001,5341.657,774.354,47.789,1993.9219999999998
29,AS14.01,2014-04-19,13293.2480006218,1.0,1.2,7.8,-0.2,1.0,0.09943191172384026,946.19,2728.26,469.274,31.482,396.67199999999997
30,AS14.01,2014-04-20,8343.518000364307,2.0,2.0,7.25,-0.25,0.75,0.07481624304311596,897.086,4984.724,727.492,34.202,2237.742
31,AS14.01,2014-04-21,3832.9909992218018,2.0,2.0,7.6,-0.25,1.0,0.10204105896824717,3442.231999999999,2004.347,74.88,58.04899999999999,428.97200000000004
32,AS14.01,2014-04-23,14535.339999437334,1.0,1.8,7.6,0.2,1.0,0.04598568913376553,1130.842,8928.472,347.42699999999996,42.398,526.598
33,AS14.01,2014-04-25,13973.941999673843,2.0,1.0,7.2,-0.2,0.8,0.10906106363682745,817.613,7279.144,650.8319999999999,68.847,2227.694
34,AS14.01,2014-04-26,15482.018999338148,3.0,4.0,7.6,-0.2,1.0,0.21424877162423497,864.5189999999999,2567.857,125.556,46.205000000000005,2368.377
35,AS14.01,2014-04-27,5700.562000036243,5.0,3.4,7.5,-0.125,1.0,0.030478923798963695,1291.3139999999999,2431.4980000000005,1510.2209999999998,1056.684,27.47
36,AS14.01,2014-04-28,10807.829999685284,2.0,3.2,7.6,-0.8,0.8,0.0196753225383989,1312.001,4697.372,1548.438,72.584,2423.933
37,AS14.01,2014-04-29,7873.291999101639,4.2,3.4,7.0,-0.25,1.0,0.10275824852950448,5289.913,3834.645,1562.533,40.472,411.485
38,AS14.01,2014-04-30,9175.6049990654,1.0,2.0,7.8,-0.4,0.75,0.15105145904074724,844.963,3550.6180000000004,504.86199999999997,185.78300000000002,89.166
39,AS14.01,2014-05-01,15516.951998472216,7.0,4.0,8.0,-0.4,1.0,0.03706526814765703,1876.113,8191.409999999999,470.866,44.43,4918.942
40,AS14.01,2014-05-02,15088.519000768661,5.2,3.4,7.6,-0.2,1.0,0.07734101929677568,795.4360000000001,7925.918,352.88800000000003,32.443,771.2660000000001
41,AS14.01,2014-05-03,8186.036000728605,5.4,1.0,8.0,-0.2,1.0,0.07174088489517204,753.257,4539.776,2761.95,40.569,205.602
42,AS14.01,2014-05-04,5889.194999456405,4.6,3.4,8.0,-0.5,1.0,0.13619180837703837,1758.438,3381.6890000000003,928.406,35.525,494.677
43,AS14.01,2014-05-05,1788.733999967577,4.2,2.8,7.0,0.08,0.76,0.007842595452107337,438.34700000000004,826.7869999999999,318.514,75.10679999999999,25.104
44,AS14.02,2014-03-15,5309.255001068115,7.0,1.8,6.0,-0.033333333333333326,0.27999999999999997,0.030325814536340878,2421.109,2198.703,351.694,493.5584,742.7077999999999
45,AS14.02,2014-03-17,10159.769001245495,4.0,1.8,6.75,0.5,0.5,0.1680684149503257,1229.3470000000002,4518.116,2511.178,103.699,103.02799999999999
46,AS14.02,2014-03-18,4512.4710013866425,15.0,1.0,8.2,0.6,0.8,0.21948438425543756,2604.5209999999997,3933.0809999999997,88.94299999999998,88.72200000000001,212.364
47,AS14.02,2014-03-19,8182.757000207904,5.0,1.0,6.8,0.4,0.4,0.31563175685064315,1554.558,2596.989,196.139,105.536,47.815
48,AS14.02,2014-03-20,4360.334001302721,10.0,1.0,7.25,-0.5,0.75,0.23902496021034736,1777.977,2154.371,148.18,86.857,131.598
49,AS14.02,2014-03-21,11155.850999116894,10.0,1.0,7.5,-0.75,0.75,0.28962792490010747,2230.303,2858.446,459.604,37.944,388.021
50,AS14.02,2014-03-23,4528.527000665666,8.0,1.0,6.25,-1.0,0.0,0.26969715703353236,894.5060000000001,1839.8990000000001,388.098,61.865,171.994
51,AS14.02,2014-03-24,2766.6489994525905,5.0,2.8,6.4,0.2,-0.2,0.15612466250149995,1073.4959999999999,3012.181,532.013,81.80799999999999,232.801
52,AS14.02,2014-03-25,4637.388000011446,7.0,2.0,7.75,-1.25,0.75,0.23051365485645373,2806.9310000000005,2788.751,459.589,50.375,148.44699999999997
53,AS14.02,2014-03-26,6069.630000829695,5.0,2.0,7.2,-1.2,0.4,0.29395346240584214,1736.7440000000001,2533.849,767.145,41.95,1562.023
54,AS14.02,2014-03-27,5746.980998754501,3.0,2.4,7.25,0.0,0.5,0.22884900892215096,2267.1240000000003,2997.0429999999997,490.78100000000006,731.853,81.366
55,AS14.02,2014-03-28,3969.5809991359715,8.0,2.0,6.8,-0.6,0.6,0.26159832807813954,1053.115,1245.127,707.6400000000001,125.66900000000001,2717.2149999999997
56,AS14.02,2014-03-29,4403.242997646333,4.0,1.8,7.25,-0.75,0.25,0.432469355060395,17416.28,2141.4890000000005,1063.268,52.84100000000001,523.854
57,AS14.02,2014-03-30,3937.0419988632193,10.0,1.0,7.0,-1.0,0.75,0.24188730879396786,772.787,1110.856,1278.594,113.22800000000001,322.90099999999995
58,AS14.02,2014-03-31,4774.1459991931915,14.0,2.0,7.2,-0.8,0.4,0.15637292366427655,1186.299,2481.322,354.965,81.741,2038.631
59,AS14.02,2014-04-01,3297.737997055054,2.0,1.0,7.4,-0.2,0.8,0.26196053218905446,2790.014,1322.61,76.976,186.41299999999998,191.12099999999998
60,AS14.02,2014-04-02,6883.828001737593,2.0,3.2,6.4,-0.6,-0.2,0.3191205617996335,1964.21,2942.4230000000002,1021.454,128.744,317.90099999999995
61,AS14.02,2014-04-03,6814.30000090599,2.0,2.2,5.75,-0.25,0.0,0.32250583990998866,1269.299,3595.4310000000005,548.787,56.132,122.42099999999999
62,AS14.02,2014-04-04,3653.3700008392343,5.0,2.0,6.4,-1.2,0.2,0.22727035660896047,1121.6889999999999,2809.4359999999997,809.728,148.852,141.32
63,AS14.02,2014-04-05,13067.926001548763,9.0,1.0,7.4,0.0,0.6,0.32191972248052525,1957.087,2309.6589999999997,794.4839999999999,100.89699999999999,258.611
64,AS14.02,2014-04-07,6366.526998281479,2.0,2.0,6.8,0.0,0.6,0.13652373439609958,1482.948,3761.1789999999996,737.9159999999999,106.148,2008.184
65,AS14.02,2014-04-08,4079.1519994735736,10.0,1.0,6.25,-0.25,0.5,0.26195103762156396,1184.778,2265.8550000000005,193.47999999999996,134.43400000000003,636.253
66,AS14.02,2014-04-09,5757.426000595091,12.0,1.0,7.25,-0.5,0.25,0.24720984804489024,1427.022,2255.545,627.2360000000001,61.397,294.321
67,AS14.02,2014-04-10,7844.238998651506,1.0,1.0,7.25,0.25,0.75,0.2607506038432931,1303.452,2726.237,695.324,141.214,566.807
68,AS14.02,2014-04-11,5810.030001163483,7.0,1.0,6.5,-0.5,0.5,0.4244814273084369,1548.192,2343.7929999999997,700.7239999999999,136.128,319.645
69,AS14.02,2014-04-13,2174.8709976673135,1.0,1.4,7.2,-0.6,0.4,0.28982011828279997,510.913,855.2189999999999,371.52000000000004,79.112,123.07100000000001
70,AS14.02,2014-04-14,2773.0430009365086,8.0,7.0,8.0,0.75,1.0,0.18707405017212794,809.972,1822.4769999999999,95.772,21.182000000000002,56.817
71,AS14.02,2014-04-15,701.2870004177095,14.0,1.0,7.25,-0.5,0.5,0.1736288831786874,98.266,445.917,19.658,19.003200000000003,25.386000000000003
72,AS14.02,2014-04-16,109.28399968147278,16.0,1.0,6.666666666666667,-0.3333333333333333,0.3333333333333333,0.3532763532763534,125.13300000000001,76.378,36.0916,17.0848,56.21040000000001
73,AS14.02,2014-04-18,5972.524400138854,3.0,2.2,6.5,0.0,0.0,0.14776982089935356,3331.4368000000004,2711.8444000000004,514.5542,79.66659999999999,1531.4684
74,AS14.02,2014-04-20,5876.695600748062,9.0,3.0,5.0,-0.6666666666666666,0.0,0.05013097992525641,1970.9384000000002,3207.8563999999997,542.9019999999999,294.5566,3021.6038
75,AS14.02,2014-04-21,6572.465400743486,8.0,1.0,5.5,-0.5,-0.5,0.11296980746745229,1190.5616000000002,3178.7328,653.6314,182.29659999999998,1136.2462
76,AS14.02,2014-04-22,13.08000016212468,15.0,2.0,5.666666666666667,-1.3333333333333333,-0.3333333333333333,0.075,20.080000000000002,57.697799999999994,36.09160000000001,12.021199999999999,106.887
77,AS14.02,2014-04-23,2074.2050002098085,7.0,1.0,5.5,0.0,0.5,0.142857142857143,644.3606,1183.9966,289.151,40.86,321.59720000000004
78,AS14.02,2014-04-24,2813.720600032807,3.2,3.4,7.0,-0.5,-0.5,0.0344827586206897,331.02540000000005,1018.3046,572.255,41.075,373.80920000000003
79,AS14.02,2014-04-25,11373.698200368879,2.0,1.4,9.0,-1.0,1.0,0.27336706885615414,545.8816,7646.166,2680.2007999999996,198.74900000000002,1005.9110000000001
80,AS14.03,2014-03-15,4532.5357999324815,5.0,1.0,6.540000000000001,-0.039999999999999966,0.67,0.09125342895846292,1089.2217999999998,3810.9396000000006,3784.844,119.1964,1695.7661999999996
81,AS14.03,2014-03-17,7202.110000467301,5.0,2.0,7.239999999999999,-0.195,0.9,0.16680646127360405,543.4033999999999,3176.1072,622.6648,105.16280000000002,455.9566
82,AS14.03,2014-03-18,2814.4050001621245,1.0,1.0,6.840000000000001,-0.11333333333333333,0.5533333333333333,0.10631696994787312,1186.0252,2333.9352,274.56320000000005,129.9058,103.81479999999999
83,AS14.03,2014-03-19,7147.836199855805,2.0,2.0,7.459999999999999,-0.13,0.24,0.14493588226848933,2315.5824000000002,1567.386,2393.3566,190.57739999999998,271.9242
84,AS14.03,2014-03-20,4282.220798969269,11.0,1.0,7.209999999999999,0.38999999999999996,0.8300000000000001,0.09964056197349155,1502.9436,2216.1738,524.5682,119.89359999999999,299.187
85,AS14.03,2014-03-22,2643.5370004177103,8.0,1.0,7.8,0.8,1.0,0.1913883086450861,482.08799999999997,458.495,3915.5240000000003,89.21600000000001,901.9976
86,AS14.03,2014-03-23,5048.337000608444,1.0,1.0,8.2,-0.2,1.2,0.1002466983942117,492.576,1503.1219999999998,1741.391,251.529,1104.7708
87,AS14.03,2014-03-24,6248.045999526979,3.0,2.4,7.8,-0.6,1.4,0.090740222421567,92.24600000000001,2282.3360000000002,3908.0430000000006,851.0169999999998,1064.7376
88,AS14.03,2014-03-25,3791.1120002269754,6.0,1.0,7.8,-0.4,1.2,0.13276828552349199,1044.495,1305.098,1351.416,133.63,739.6336
89,AS14.03,2014-03-26,3985.976998805999,1.0,1.4,8.25,0.5,1.0,0.0911532011403041,118.63900000000001,1294.789,2355.873,72.68,825.5713999999998
90,AS14.03,2014-03-27,3275.6320016384116,3.0,1.0,7.75,0.25,0.5,0.10319575369873081,588.336,931.662,1653.7569999999998,60.032,1150.5261999999998
91,AS14.03,2014-03-28,3250.441998243332,3.0,2.4,8.0,-0.5,1.5,0.10467928797906652,277.526,940.879,3351.791,246.37600000000003,1291.5972
92,AS14.03,2014-03-29,2261.391000509263,6.0,1.0,8.6,-0.2,1.6,0.16337733775865063,19.31,152.928,2529.2279999999996,104.425,560.3704
93,AS14.03,2014-03-30,3568.718999385834,1.0,1.6,8.4,-0.2,1.0,0.16465071526667882,12.869000000000002,1223.623,2039.814,186.054,1258.9074
94,AS14.03,2014-03-31,9398.243999958038,3.0,1.0,7.4,0.4,0.6,0.08363358459550868,2044.9959999999999,4412.685,1699.4679999999998,98.786,1700.7503999999997
95,AS14.03,2014-04-01,3205.7939994335175,2.0,2.2,7.6,0.4,0.4,0.097414340146311,543.663,711.798,1626.5539999999999,203.23399999999998,881.5540000000001
96,AS14.03,2014-04-02,3364.2400007247934,2.0,1.6,7.4,0.2,0.6,0.0786881382869165,854.198,820.558,1981.504,98.84199999999998,1196.389
97,AS14.03,2014-04-04,3231.4439988136282,3.6,3.0,7.8,0.2,1.4,0.0871065604162596,617.093,804.0909999999999,1371.565,902.6700000000001,537.8970000000002
98,AS14.03,2014-04-05,3852.661998987194,6.0,1.8,7.6,1.2,1.0,0.11442793762963631,263.059,1110.404,2295.814,60.86200000000001,1145.9558
99,AS14.03,2014-04-06,6028.54899859429,2.4,3.6,6.8,0.2,0.8,0.07677201548523706,11.062999999999999,730.3430000000001,4234.2,1024.5929999999998,1584.3522
100,AS14.03,2014-04-07,5035.644999742507,2.0,1.8,7.4,0.2,1.0,0.14406393678902962,596.011,1787.445,2513.812,72.082,845.641
101,AS14.03,2014-04-08,4475.891999959949,2.0,1.0,7.4,0.4,1.2,0.1038308889653645,873.53,683.364,1307.6369999999997,70.913,1318.4478
102,AS14.03,2014-04-09,1773.7219996452322,5.4,3.2,7.8,0.6,1.0,0.0921222333052219,23.843000000000004,763.865,984.36,74.42,342.82300000000004
103,AS14.03,2014-04-10,7018.261001348492,3.6,2.0,7.4,0.4,1.0,0.1080663991151945,103.68900000000001,1778.979,2776.3279999999995,95.092,13.22
104,AS14.03,2014-04-11,4983.920999288562,5.4,3.4,7.6,0.2,1.0,0.12018808327176551,102.15899999999999,1698.898,3128.489,354.092,1014.4442000000001
105,AS14.03,2014-04-14,4230.447000265119,3.4,1.0,7.0,0.0,0.8,0.09289626571780712,1808.078,3571.217,1152.6689999999999,58.008,41.364999999999995
106,AS14.03,2014-04-15,3964.784998178483,6.0,2.0,7.6,0.2,0.8,0.11955499852139129,726.5,2245.302,1850.042,100.23500000000001,861.0806
107,AS14.03,2014-04-16,5334.567000150679,2.0,3.4,8.0,0.8,1.0,0.11476816921494709,244.239,1454.301,3481.0640000000003,175.38,1484.7567999999999
108,AS14.03,2014-04-17,5006.50600028038,4.0,2.0,7.25,0.25,0.75,0.14085924635236632,1816.3600000000001,2048.286,1159.7849999999999,167.09599999999998,944.3444
109,AS14.03,2014-04-18,6253.737000465391,6.0,2.0,7.5,0.0,1.0,0.07387608289940913,1751.578,1206.1129999999998,4304.597000000001,47.282,2032.2357999999997
110,AS14.03,2014-04-19,1441.918000221252,4.0,1.0,7.8,0.6,0.8,0.20822977708940202,117.62400000000001,1155.189,66.705,53.494,333.5186
111,AS14.03,2014-04-20,3489.1269993782043,3.0,2.0,7.5,0.25,1.0,0.1468526372239469,489.67199999999997,993.986,1528.488,49.111000000000004,1263.0408
112,AS14.03,2014-04-21,6019.938000440603,3.0,2.4,7.4,0.2,1.0,0.02084580503077148,723.0600000000001,242.136,4016.5240000000003,1681.297,1623.9473999999998
113,AS14.03,2014-04-22,3493.3910002708435,5.2,3.4,7.6,0.4,0.8,0.09285561446082308,126.094,1806.5020000000004,2342.385,73.49100000000001,845.8718000000001
114,AS14.03,2014-04-23,4272.4279997348785,4.4,1.0,7.0,0.6,0.8,0.1203897193369119,145.374,1479.5620000000001,2393.742,58.527,1034.451
115,AS14.03,2014-04-24,4893.604000329971,5.0,3.4,7.4,-0.2,1.0,0.10600109223606825,115.675,2815.141,1748.107,159.01399999999998,458.22559999999993
116,AS14.03,2014-04-25,10863.719999790188,3.8,3.4,7.5,-1.0,1.0,0.10616761822048394,42.124,7931.975999999999,3332.951,57.623999999999995,238.40500000000003
117,AS14.03,2014-04-26,3489.0539994239807,4.0,5.0,7.5,-0.25,1.0,0.26914225033438455,443.291,586.4419999999999,2737.0319999999997,90.046,19.455000000000002
118,AS14.03,2014-04-28,3365.22000002861,1.0,1.2,7.0,-1.4,1.0,0.08262849034113322,118.209,2852.19,3497.5219999999995,47.72,7.876
119,AS14.03,2014-04-29,3669.91499876976,4.2,3.4,7.2,-0.6,1.0,0.1186958482249048,20.779,1792.6129999999998,1007.3229999999999,66.649,1241.7156
120,AS14.03,2014-04-30,4097.972999095917,4.2,3.2,7.0,-1.2,1.0,0.08969224082903049,191.088,1863.6950000000002,2006.6940000000002,85.207,790.4939999999999
121,AS14.03,2014-05-01,3744.960000038146,1.0,2.0,7.2,-0.8,1.0,0.13638883459215953,1824.3770000000002,1083.126,3026.651,80.127,972.8624
122,AS14.03,2014-05-02,6631.174000263214,10.0,1.0,7.6,-1.2,1.4,0.13437692269476761,274.715,1102.326,4098.997,713.978,2028.2993999999999
123,AS14.03,2014-05-03,7432.3000001907385,5.0,2.2,7.75,-0.375,1.0,0.1389189314363011,550.4789999999999,924.108,3330.2909999999997,54.141000000000005,1674.4416
124,AS14.03,2014-05-04,3048.189000368119,4.0,1.8,7.4,-1.2,0.8,0.06616240664834475,80.634,192.146,2692.839,37.76,1061.5004000000001
125,AS14.03,2014-05-05,3253.5099997520465,2.0,1.0,7.25,-1.0,1.0,0.10118200505539371,124.644,946.438,1635.6750000000002,249.249,1180.4496
126,AS14.03,2014-05-07,3511.5200004577637,3.8,3.4,7.666666666666667,-0.6666666666666666,1.0,0.09445035643820726,719.681,1327.231,1184.998,259.949,916.6991999999998
127,AS14.03,2014-05-08,44.80480008125306,5.4,3.8,7.040000000000001,0.6500000000000001,0.9199999999999999,0.0,89.208,77.78259999999999,147.8254,36.167199999999994,515.9456
128,AS14.05,2014-03-15,8903.782000064853,3.0,2.4,6.2,0.0,0.4,0.009650937689050221,797.809,6364.988,2050.826,174.93099999999998,683.573
129,AS14.05,2014-03-17,5613.824001312256,4.6,2.0,6.0,-0.4,0.4,0.08337052096204704,839.597,1774.029,1020.822,148.272,1943.716
130,AS14.05,2014-03-18,7177.02600073815,9.0,1.6,7.5,0.25,1.0,0.11319590615792095,422.774,4411.521000000001,905.37,67.334,1206.3906
131,AS14.05,2014-03-19,6095.810001134871,2.8,3.0,6.75,1.0,0.75,0.13369126492653632,235.80700000000002,4320.741,1031.1770000000001,122.39699999999999,831.9134
132,AS14.05,2014-03-20,4862.865999221802,3.2,1.0,7.2,1.0,0.8,0.11845679938612319,122.20800000000001,4486.862999999999,512.4179999999999,157.19600000000003,419.14619999999996
133,AS14.05,2014-03-21,3032.318999528886,2.0,3.0,7.25,0.0,1.0,0.050197722898856136,393.794,2267.379,375.79200000000003,53.848,386.9356
134,AS14.05,2014-03-25,9523.143001079556,6.2,1.0,5.333333333333333,-1.0,0.3333333333333333,0.040966888004228603,115.586,5931.509,2687.9570000000003,253.707,1808.0154000000002
135,AS14.05,2014-03-26,8523.028999567035,7.0,1.0,5.5,-0.5,0.25,0.039236509193725615,176.916,7550.9,715.528,93.70299999999999,268.07059999999996
136,AS14.05,2014-03-27,11263.526001691815,1.0,1.0,5.8,-0.6,0.2,0.07717586025360933,620.858,8743.153,1137.204,107.356,739.3770000000001
137,AS14.05,2014-03-28,4806.280000209808,1.0,1.4,6.2,0.0,0.6,0.04532458316828961,308.83,3767.675,4129.4130000000005,111.722,345.00700000000006
138,AS14.05,2014-03-29,2506.7190003395085,3.0,1.0,6.4,-0.4,1.0,0.10442318185053041,473.51,1584.78,345.242,91.391,286.419
139,AS14.05,2014-03-30,4132.284999370575,4.0,1.6,6.2,-0.8,0.8,0.07491950961612633,194.23199999999997,3235.621,360.442,126.417,603.3100000000001
140,AS14.05,2014-03-31,1278.2409992218008,2.0,3.2,6.8,-0.4,1.0,0.05534132176899743,110.37700000000001,581.7539999999999,1269.7140000000004,122.04,742.0378
141,AS14.05,2014-04-01,4642.2749993801135,4.2,3.4,7.0,0.0,1.0,0.07812598561494999,459.605,2799.097,919.047,68.679,356.50699999999995
142,AS14.05,2014-04-02,3362.5429990291605,4.2,3.4,7.0,-0.2,1.0,0.07312614127423468,388.53000000000003,1747.5880000000002,651.506,112.71900000000001,308.799
143,AS14.05,2014-04-03,4592.4509990215265,4.2,4.0,7.2,-1.0,0.8,0.05275148533518809,707.5649999999999,3026.877,251.912,86.589,644.762
144,AS14.05,2014-04-04,9140.195000648506,3.0,2.4,7.0,-0.8,1.0,0.04145652357485974,1581.8089999999997,6527.512,272.731,245.756,237.591
145,AS14.05,2014-04-05,2489.0530009269714,1.0,1.2,7.5,0.0,1.0,0.06928846414407398,279.144,1322.723,217.57099999999997,458.4699999999999,891.4470000000001
146,AS14.05,2014-04-06,4267.385000228884,2.0,2.8,6.8,-0.4,1.0,0.07736263815327492,229.397,3604.4190000000003,887.6659999999999,65.893,6.036
147,AS14.05,2014-04-07,5002.378999710085,1.0,1.4,6.75,-0.25,0.75,0.06685869441897198,471.083,4020.034,348.513,77.92099999999999,543.0536
148,AS14.05,2014-04-08,2492.8190014362335,1.0,2.2,6.75,0.25,0.0,0.08512478025882424,271.837,1472.667,2000.8419999999996,652.77,704.653
149,AS14.05,2014-04-09,7907.565998554234,1.0,1.4,7.0,0.25,0.75,0.1536189527904702,498.626,6228.592,931.454,144.336,7.161
150,AS14.05,2014-04-10,3369.2780001163487,1.0,1.2,7.2,0.8,1.0,0.013347120143232588,489.72100000000006,2104.748,879.8850000000001,1896.1580000000001,257.664
151,AS14.05,2014-04-11,5875.098001003268,4.2,3.6,7.0,0.2,0.6,0.0946152502759936,1013.0459999999999,4781.4,551.691,100.988,72.54299999999999
152,AS14.05,2014-04-12,9284.78499865532,5.2,3.0,7.0,-1.4,1.0,0.04929885725426735,374.49199999999996,7058.309,531.652,102.53800000000001,766.9729999999998
153,AS14.05,2014-04-13,2350.608000516891,13.0,3.2,7.5,0.3333333333333333,1.0,0.11412738344393668,618.154,1668.6409999999998,201.96099999999998,141.63,198.636
154,AS14.05,2014-04-14,4047.4729998111734,2.2,3.0,6.4,-1.2,0.4,0.1017234451157769,624.276,1498.658,389.578,148.62800000000001,1141.03
155,AS14.05,2014-04-15,7540.2870008945465,4.2,3.6,7.0,0.2,0.8,0.05729654885661261,389.68899999999996,4296.6900000000005,602.297,595.167,1561.8870000000002
156,AS14.05,2014-04-16,1779.035999536513,4.2,3.4,7.2,-0.6,0.8,0.10564943114617577,224.474,1065.0020000000002,235.091,126.471,462.505
157,AS14.05,2014-04-17,5463.500999689104,3.0,3.2,6.6,0.4,0.6,0.11503845562252696,582.436,4081.7670000000003,437.38300000000004,86.826,833.7080000000001
158,AS14.05,2014-04-18,5954.957000970837,1.0,1.0,7.5,0.25,1.0,0.11516740722460596,1123.99,4169.9400000000005,826.4680000000001,269.60599999999994,881.555
159,AS14.05,2014-04-19,2441.471001625062,2.0,3.2,7.2,-0.8,0.8,0.06088698983560529,116.467,1140.55,43.79,112.552,904.395
160,AS14.05,2014-04-20,7613.729999780657,4.2,3.4,7.2,-1.2,1.0,0.03538299274192724,372.859,4990.249,619.547,46.363,1471.252
161,AS14.05,2014-04-21,7826.857999801641,4.2,3.4,7.2,-0.6,1.0,0.10177745806111636,433.548,5939.196,366.749,62.632,647.5450000000001
162,AS14.05,2014-04-22,4750.197001934052,1.0,1.0,7.2,0.4,1.0,0.06284797975562106,525.8,2224.0060000000003,279.44100000000003,152.11599999999999,1452.113
163,AS14.05,2014-04-23,4737.818998575209,4.6,1.0,7.2,-1.0,1.0,0.0809468968896285,244.856,3439.8129999999996,966.003,73.26,888.153
164,AS14.05,2014-04-24,5063.664000511169,4.2,3.4,7.2,-0.75,1.0,0.0393710661860602,440.236,3924.221,99.176,58.243,543.865
